battery_power,bluetooth,clock_speed,dual_sim,fc_megapixel,four_g,int_memory,m_depth,mobile_wt,n_cores,pc_megapixel,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1576,0,2.6,0,7.0,0,58,0.2,90.0,3,16,400,631,336.0,14,8,13,1,1,1,0
950,1,0.5,0,9.0,0,55,0.1,156.0,5,10,774,843,1095.0,14,12,13,0,1,0,0
1081,1,2.5,1,13.0,0,49,1.0,99.0,3,17,284,519,325.0,9,1,6,0,0,1,0
606,0,2.5,0,1.0,1,53,0.2,146.0,4,2,465,1152,1223.0,19,12,7,1,0,0,0
502,0,1.5,1,7.0,0,37,0.2,199.0,2,12,705,1810,1649.0,6,1,14,0,1,0,1
957,1,0.7,0,0.0,1,4,0.1,160.0,2,0,38,1682,1898.0,12,4,3,1,1,0,1
1658,1,1.4,1,0.0,1,38,0.3,159.0,5,0,51,739,2609.0,12,11,19,1,0,0,2
1681,1,2.5,1,6.0,0,18,0.3,167.0,1,7,850,1005,2265.0,5,3,20,1,1,1,2
1983,1,0.5,1,3.0,0,43,1.0,87.0,6,10,349,676,2775.0,9,4,3,0,1,1,2
1753,0,1.2,0,8.0,1,12,0.9,113.0,7,17,387,1595,1445.0,17,16,12,1,1,1,1
1632,1,1.4,0,0.0,0,41,0.1,132.0,4,1,706,1623,2614.0,5,4,15,1,0,0,2
1949,1,1.4,0,7.0,0,57,0.3,145.0,7,11,951,1178,356.0,5,3,19,0,0,0,0
1696,0,1.7,0,1.0,0,13,0.9,97.0,3,2,179,772,523.0,5,0,4,0,1,1,0
688,0,2.5,1,0.0,0,57,0.8,131.0,7,3,426,1964,3745.0,17,1,4,0,1,0,3
1104,0,1.7,0,1.0,1,60,0.4,199.0,2,13,653,1413,1229.0,6,0,3,1,1,1,0
1122,0,2.8,0,0.0,0,28,0.6,184.0,3,4,1578,1963,1402.0,14,10,3,0,1,0,1
504,1,0.5,1,2.0,1,46,0.9,172.0,5,14,280,1795,2085.0,13,5,8,1,0,0,1
1154,0,0.5,0,12.0,1,14,0.7,156.0,7,14,251,1801,587.0,8,3,4,1,1,1,0
1727,0,2.1,0,2.0,1,63,0.6,85.0,7,8,1463,1992,2457.0,19,13,7,1,0,1,3
1674,0,2.8,1,0.0,1,52,0.2,89.0,3,7,1432,1649,2030.0,7,0,6,1,0,0,2
1948,0,2.8,1,5.0,1,18,0.2,135.0,2,14,477,571,816.0,16,2,3,1,0,0,0
1218,1,2.8,1,3.0,0,39,0.8,150.0,7,14,1122,1746,1667.0,10,0,12,0,0,0,1
531,0,1.1,0,10.0,0,63,0.7,189.0,7,14,145,1903,2958.0,17,1,19,0,1,0,2
1057,0,2.1,0,4.0,0,5,0.5,154.0,5,13,416,1055,3705.0,6,4,13,1,0,0,3
576,0,1.2,0,1.0,0,30,0.8,162.0,8,5,847,893,2800.0,11,6,16,0,1,1,2
1960,1,2.1,0,1.0,0,7,0.2,165.0,7,9,868,877,3773.0,11,9,6,0,1,1,3
673,1,1.7,1,3.0,1,22,0.1,88.0,1,5,594,1088,2050.0,7,2,17,1,1,0,1
718,0,0.7,1,0.0,1,21,0.8,88.0,1,7,518,830,1754.0,17,11,9,1,0,1,1
864,0,1.7,0,3.0,1,35,0.3,103.0,3,7,663,1805,1904.0,12,8,13,1,1,1,1
547,0,1.9,1,1.0,0,37,0.4,154.0,5,4,371,541,2705.0,17,3,10,1,1,0,1
623,1,0.9,0,1.0,1,3,0.1,102.0,8,7,1749,1781,3537.0,16,13,3,1,0,1,3
1793,0,0.7,1,11.0,0,27,0.4,154.0,5,13,586,722,1370.0,16,3,19,1,0,1,1
1720,1,0.7,1,0.0,0,19,0.1,137.0,2,3,409,646,1222.0,13,2,7,0,0,0,1
812,0,0.5,1,1.0,0,64,1.0,106.0,4,7,35,1309,3102.0,6,0,2,0,0,0,2
980,1,0.5,0,0.0,1,33,0.9,160.0,6,0,1008,1758,2268.0,7,5,4,1,1,0,2
643,0,1.0,0,9.0,1,18,0.2,187.0,8,12,442,1079,2648.0,7,5,18,1,1,1,1
1925,0,3.0,1,0.0,1,16,0.8,175.0,8,11,983,1087,2173.0,7,3,19,1,1,0,2
1408,1,2.5,0,3.0,0,32,0.1,151.0,4,6,875,982,3162.0,19,18,3,1,0,0,3
1522,1,0.7,1,4.0,0,28,0.2,124.0,1,5,952,1191,1368.0,14,5,17,1,0,1,1
587,1,2.5,0,16.0,1,51,0.6,111.0,1,17,244,1361,2746.0,10,4,7,1,0,1,2
1959,0,0.5,1,5.0,0,18,0.7,191.0,6,20,65,1055,619.0,7,4,8,1,1,1,0
1872,0,0.5,1,3.0,0,17,0.7,89.0,6,6,1749,1767,724.0,17,3,9,1,0,1,1
1043,1,0.5,0,7.0,0,42,0.1,111.0,3,8,716,1626,912.0,16,9,6,0,1,0,0
1809,0,0.5,0,6.0,0,23,0.7,123.0,6,19,433,1661,2784.0,12,6,20,1,1,1,3
1703,1,0.5,0,5.0,1,23,0.2,92.0,6,7,134,521,793.0,7,3,17,1,1,0,0
1095,1,0.5,0,4.0,0,45,0.5,197.0,1,5,179,1247,560.0,9,1,10,1,1,0,0
1414,0,2.6,0,1.0,0,27,0.6,137.0,4,20,804,1564,312.0,5,2,8,0,0,1,0
1659,1,2.5,0,2.0,0,41,0.1,88.0,7,18,787,1515,545.0,12,0,9,0,1,1,0
1540,0,0.7,1,1.0,0,60,0.8,197.0,7,12,704,822,1591.0,19,0,2,1,0,1,1
1342,0,1.0,0,0.0,1,31,0.6,86.0,7,1,991,1638,2746.0,15,5,10,1,1,0,3
1189,1,2.3,0,13.0,0,8,0.5,198.0,3,14,379,932,893.0,9,6,13,1,1,0,0
518,1,2.4,0,0.0,1,62,0.6,128.0,6,0,489,710,2514.0,16,12,7,1,1,1,1
1449,0,0.8,1,3.0,1,10,0.2,144.0,1,12,1518,1883,1032.0,10,0,8,1,1,1,1
516,0,1.1,1,0.0,1,39,0.4,91.0,5,7,855,1401,819.0,8,0,10,1,1,1,0
1569,0,0.8,1,8.0,0,59,0.9,111.0,3,16,1261,1383,3672.0,15,2,15,1,0,1,3
1312,1,0.8,1,0.0,0,24,0.9,156.0,6,0,115,1791,3833.0,14,13,17,0,1,0,3
1893,1,0.5,1,1.0,0,23,0.1,179.0,8,3,1203,1432,1482.0,15,7,17,0,1,0,2
1076,0,2.5,0,3.0,0,14,0.2,105.0,5,4,545,1300,2043.0,7,5,14,0,0,0,1
530,1,2.6,0,1.0,0,40,0.9,118.0,6,2,818,1090,1229.0,16,11,2,0,1,0,0
1044,1,2.8,1,7.0,0,33,0.6,129.0,4,13,42,1262,1816.0,17,16,15,1,0,1,1
1330,0,1.1,0,11.0,0,37,0.7,126.0,7,20,1103,1637,2166.0,10,1,4,1,0,0,2
1836,0,1.1,1,0.0,0,14,0.7,104.0,5,1,168,1068,2469.0,18,6,7,1,1,1,2
1741,1,0.5,0,1.0,1,55,0.1,140.0,5,3,719,755,2575.0,13,10,7,1,1,1,2
1869,0,2.6,0,0.0,1,30,0.4,152.0,1,13,163,874,1375.0,15,3,19,1,0,0,1
1331,0,0.5,0,8.0,0,55,0.9,146.0,3,15,1162,1531,1732.0,6,2,11,1,0,1,1
1655,1,0.5,1,6.0,1,4,0.1,105.0,3,12,626,1348,673.0,10,3,12,1,0,0,0
605,0,1.5,0,9.0,1,18,0.9,162.0,2,14,329,656,2301.0,15,9,8,1,0,0,1
1245,1,0.6,0,2.0,0,30,0.7,105.0,5,3,330,1434,2676.0,17,8,7,1,0,0,2
1709,1,0.8,0,8.0,1,58,0.8,136.0,2,10,956,1292,1781.0,18,3,17,1,0,0,2
846,1,2.6,0,0.0,1,58,0.1,123.0,4,15,1140,1983,2248.0,16,8,13,1,0,0,2
1403,1,2.5,1,3.0,0,62,0.9,90.0,4,13,217,1623,921.0,14,13,18,1,0,0,0
688,1,1.5,0,0.0,0,2,1.0,89.0,3,2,271,869,391.0,5,2,8,1,1,1,0
775,1,2.5,1,1.0,1,10,0.1,185.0,7,14,444,1555,1719.0,19,3,18,1,1,1,1
1154,0,2.0,0,6.0,1,35,0.8,159.0,5,16,1003,1827,3262.0,16,15,16,1,0,0,3
1375,0,0.5,1,2.0,1,35,0.1,194.0,2,3,227,772,1947.0,15,13,15,1,1,1,1
1827,1,0.8,0,4.0,0,61,0.9,130.0,7,9,253,1764,2693.0,8,3,7,0,1,1,3
1697,0,0.5,0,0.0,1,60,0.1,90.0,4,0,88,1046,441.0,15,1,11,1,1,0,0
741,0,1.5,0,1.0,0,14,0.3,178.0,5,13,334,594,1886.0,19,11,9,1,1,1,0
1672,1,0.5,1,13.0,1,32,0.7,174.0,1,20,1281,1896,1267.0,17,4,20,1,1,0,1
514,1,0.7,0,4.0,0,57,0.1,186.0,3,7,168,1320,687.0,6,0,20,1,1,1,0
1375,1,1.3,1,2.0,0,12,0.1,105.0,1,13,898,1687,2890.0,17,1,12,0,0,0,3
989,1,1.8,1,4.0,1,55,0.7,124.0,1,12,46,1069,1737.0,8,5,10,1,0,1,1
1510,1,2.5,1,11.0,0,47,0.7,138.0,2,13,118,1170,887.0,18,6,5,0,0,0,0
1266,0,2.6,0,1.0,0,18,0.4,86.0,7,2,1187,1595,398.0,16,8,3,1,1,1,0
1396,0,2.4,1,0.0,0,46,0.1,138.0,7,1,1191,1347,2389.0,7,3,15,0,0,1,2
808,0,2.3,0,3.0,0,45,0.8,161.0,1,9,526,1324,3431.0,15,6,13,0,1,1,3
1542,0,2.3,0,1.0,0,43,0.8,182.0,2,11,346,966,3601.0,14,4,16,0,0,0,3
745,1,0.6,1,5.0,0,35,0.8,102.0,8,10,89,1538,2459.0,14,1,16,1,1,0,1
1735,1,1.9,1,0.0,1,59,0.7,148.0,6,0,137,846,3230.0,6,1,9,1,1,0,3
586,0,0.5,1,1.0,0,57,0.3,188.0,2,5,1226,1389,3646.0,15,4,11,1,1,1,3
1341,1,2.1,1,0.0,0,36,0.4,107.0,8,1,473,574,2200.0,18,14,15,0,1,0,1
781,1,1.3,1,1.0,0,64,0.2,88.0,2,7,368,607,3862.0,17,10,9,0,0,0,3
501,1,0.5,1,14.0,0,22,0.5,174.0,6,20,239,1636,3077.0,17,3,17,0,0,0,2
1224,1,1.8,1,2.0,1,44,0.2,139.0,2,9,622,709,621.0,11,4,14,1,1,1,0
1970,0,1.6,1,11.0,1,58,0.3,80.0,8,19,654,882,2372.0,14,12,2,1,1,0,2
618,1,2.2,1,0.0,1,63,0.9,138.0,2,1,853,1781,2574.0,14,3,5,1,1,0,2
1537,0,2.9,0,11.0,1,46,0.8,158.0,4,17,686,1305,2857.0,17,14,2,1,1,1,3
1018,0,2.2,0,8.0,0,16,0.6,153.0,8,10,992,1433,3143.0,17,12,20,0,1,0,3
1545,0,1.3,1,15.0,1,35,0.1,173.0,5,20,115,1352,3197.0,14,9,6,1,0,1,3
1871,0,2.1,0,4.0,1,41,0.4,144.0,8,5,275,1966,2727.0,15,8,11,1,0,0,3
1729,1,2.1,1,1.0,0,12,0.9,186.0,1,6,461,1178,1519.0,9,4,5,1,0,1,1
680,1,2.1,1,9.0,1,9,0.1,131.0,3,11,1428,1500,2438.0,14,2,17,1,0,0,2
1106,1,1.9,0,4.0,0,54,0.7,107.0,3,9,614,1212,2674.0,9,3,9,1,0,1,2
635,1,0.6,1,1.0,1,50,0.3,97.0,5,13,193,989,2107.0,13,12,12,1,0,0,1
618,0,0.6,0,8.0,0,16,0.2,143.0,1,14,1105,1602,7262.0,16,15,4,0,1,0,2
1671,0,0.5,1,13.0,0,5,0.9,179.0,8,18,398,1263,815.0,16,6,10,1,1,1,0
1562,1,1.2,1,0.0,1,52,0.1,105.0,7,9,480,728,2829.0,13,10,3,1,1,1,2
1975,1,1.9,1,2.0,0,31,0.9,151.0,1,17,775,1607,3022.0,13,5,19,0,0,1,3
831,1,0.7,0,2.0,1,62,0.7,134.0,8,9,1482,1490,2573.0,16,12,18,1,0,1,2
1524,1,1.8,1,0.0,0,10,0.6,174.0,4,1,154,550,2678.0,16,5,13,1,0,1,2
1528,1,1.8,1,3.0,1,55,0.8,129.0,5,6,454,1762,1282.0,11,9,11,1,1,1,1
1447,1,2.5,1,2.0,0,9,0.2,155.0,8,16,737,1455,568.0,12,11,8,0,0,0,0
1344,0,1.5,0,1.0,0,14,0.5,190.0,1,3,419,556,2074.0,8,1,5,1,1,0,1
564,0,3.0,1,1.0,0,8,0.7,130.0,2,3,853,1737,2227.0,9,2,14,1,0,1,1
921,0,0.6,1,1.0,0,60,0.1,83.0,2,3,1211,1229,1080.0,10,0,6,0,0,1,0
1413,1,1.7,0,2.0,0,10,0.2,200.0,6,6,314,1606,2867.0,5,4,15,0,1,0,2
831,0,2.4,0,10.0,0,55,0.5,86.0,6,12,172,1239,1075.0,12,11,3,1,1,0,0
802,0,0.5,1,3.0,0,43,0.6,153.0,5,6,527,734,3063.0,17,13,4,0,1,0,2
1923,0,1.3,0,3.0,0,24,1.0,86.0,4,4,874,1264,2479.0,9,2,15,1,1,0,2
1193,1,3.0,0,10.0,0,56,0.4,196.0,3,17,674,864,2394.0,19,11,14,1,1,0,2
904,1,1.2,1,10.0,1,31,0.8,112.0,3,11,657,1014,2814.0,13,3,19,1,0,0,2
1285,0,2.4,0,1.0,1,51,1.0,140.0,7,2,475,500,2094.0,8,0,10,1,0,0,1
1635,0,2.6,1,0.0,1,2,0.6,182.0,4,0,1209,1411,2315.0,10,1,2,1,1,0,2
1923,0,1.0,1,5.0,1,14,0.9,154.0,4,6,15,525,2519.0,13,0,16,1,0,1,2
1851,1,1.9,1,3.0,1,12,0.9,198.0,6,11,293,1967,735.0,7,6,14,1,0,1,0
727,1,1.5,0,0.0,1,32,1.0,131.0,7,1,813,1377,1891.0,19,13,7,1,0,1,1
1396,0,1.5,1,0.0,1,44,0.1,118.0,6,1,173,1843,1386.0,7,1,8,1,1,1,1
877,0,1.3,1,9.0,1,46,0.8,135.0,1,14,457,652,3260.0,14,12,6,1,0,0,2
696,1,2.4,0,11.0,1,35,0.2,103.0,3,13,533,797,2022.0,14,11,4,1,0,1,1
1009,1,1.0,1,2.0,0,2,0.6,102.0,8,14,912,1043,1716.0,7,5,15,0,0,0,1
1526,0,1.1,1,2.0,1,38,0.3,116.0,5,6,798,1418,3317.0,7,1,8,1,1,1,3
987,0,2.0,1,1.0,0,20,0.8,192.0,7,3,412,565,1454.0,11,3,8,1,1,0,0
1414,1,2.2,1,0.0,1,49,0.5,101.0,4,1,130,887,2290.0,13,0,12,1,1,0,1
1732,0,0.8,0,2.0,0,61,0.3,172.0,5,3,201,656,3940.0,17,11,20,0,1,1,3
1587,1,0.5,0,0.0,0,50,0.9,148.0,8,15,299,874,461.0,17,4,4,1,0,1,0
1097,0,0.8,0,10.0,1,21,0.1,160.0,7,15,1277,1352,2219.0,15,6,12,1,0,1,2
504,0,2.8,1,0.0,0,40,0.5,178.0,3,0,626,1195,470.0,6,0,16,1,0,0,0
1159,0,2.7,0,13.0,1,28,0.2,80.0,8,18,378,751,2495.0,10,0,9,1,1,1,2
1910,0,1.4,0,0.0,0,29,0.6,146.0,7,2,333,639,2944.0,8,7,2,1,1,1,2
865,0,1.2,1,8.0,0,59,0.1,159.0,3,9,805,1804,2361.0,16,11,19,1,0,1,2
1930,1,2.0,0,11.0,0,16,0.8,186.0,8,12,1901,1920,1783.0,17,3,13,0,0,1,2
860,1,1.3,1,8.0,1,40,0.7,170.0,3,13,1573,1581,2832.0,13,7,20,1,1,1,2
1268,1,2.9,0,9.0,1,42,0.9,182.0,6,17,360,912,931.0,11,5,20,1,1,0,0
999,1,1.8,1,0.0,1,27,0.1,167.0,4,1,20,745,1344.0,17,10,5,1,0,0,0
622,0,0.7,0,0.0,1,9,0.3,127.0,2,0,98,511,3916.0,13,1,5,1,0,1,2
1250,1,1.4,0,8.0,0,44,0.2,182.0,7,20,703,1011,1882.0,14,1,14,0,0,0,1
763,1,0.5,0,9.0,1,51,0.3,104.0,5,12,273,1278,2865.0,11,6,9,1,1,1,2
1100,1,1.6,0,12.0,0,15,0.1,112.0,8,14,919,1344,757.0,12,2,16,1,1,1,0
815,0,2.0,1,4.0,0,51,0.3,85.0,6,12,982,1291,3469.0,5,4,6,1,0,1,3
618,1,0.5,1,2.0,1,57,0.2,88.0,3,7,879,896,2399.0,18,15,17,1,1,1,1
553,1,2.2,1,0.0,1,18,0.7,136.0,2,1,1287,1892,3300.0,12,10,20,1,0,0,3
673,1,2.2,1,2.0,0,3,0.4,84.0,2,9,1109,1247,2719.0,19,2,9,1,1,1,2
563,0,2.0,1,3.0,0,47,0.3,115.0,7,12,211,684,3012.0,14,4,15,1,0,0,2
1590,0,1.5,1,12.0,1,14,0.5,187.0,4,15,1058,1109,2836.0,6,5,4,1,0,0,3
1031,1,2.1,1,2.0,1,11,0.1,121.0,2,9,532,1247,2385.0,11,7,16,1,0,0,2
909,1,0.5,1,9.0,0,30,0.4,97.0,3,10,290,773,594.0,12,0,4,1,1,1,0
1880,0,0.5,0,0.0,1,7,0.6,104.0,4,1,890,1019,2968.0,9,0,3,1,1,0,3
1479,1,1.8,1,0.0,1,24,0.1,146.0,6,0,327,645,3762.0,12,10,5,1,0,0,3
1271,0,1.5,1,0.0,0,2,0.9,161.0,1,1,1260,1788,892.0,15,13,20,0,1,0,1
709,0,1.9,0,11.0,1,13,0.1,81.0,8,15,570,1422,467.0,17,11,5,1,1,1,0
1744,0,2.8,0,0.0,1,62,0.7,158.0,1,0,621,1558,345.0,10,6,14,1,0,0,0
1314,1,2.2,0,0.0,1,40,0.8,116.0,7,1,328,1858,3033.0,9,8,17,1,1,1,3
1136,0,0.5,0,0.0,1,9,0.9,150.0,6,2,1307,1767,2110.0,9,5,16,1,0,1,2
1039,1,2.7,0,11.0,0,56,0.3,125.0,8,13,497,618,3105.0,14,8,5,0,1,1,2
1300,1,0.5,0,5.0,0,62,0.1,156.0,6,7,219,1037,874.0,15,3,10,1,1,0,0
732,1,2.3,1,7.0,1,39,0.6,188.0,7,11,1163,1554,3681.0,19,3,15,1,1,1,3
511,0,0.7,1,1.0,1,52,0.7,180.0,2,10,24,759,3865.0,8,3,7,1,0,1,2
1092,1,0.5,1,10.0,0,11,0.5,167.0,3,14,468,571,737.0,14,4,11,0,1,0,0
921,1,2.2,1,12.0,1,10,0.1,170.0,7,18,1272,1469,3153.0,8,2,11,1,1,0,3
1030,1,0.5,0,4.0,1,37,0.7,147.0,1,8,503,551,2800.0,8,6,12,1,0,1,2
1130,0,1.8,1,0.0,0,27,0.9,101.0,1,8,1495,1579,315.0,14,5,11,1,1,0,0
1299,0,2.8,1,2.0,0,60,0.8,187.0,8,6,1333,1838,1412.0,13,1,20,0,1,1,1
1009,1,2.8,1,7.0,1,2,0.6,700.0,7,15,267,1841,7286.0,19,8,13,1,0,0,2
1735,0,1.8,1,16.0,0,34,0.1,140.0,2,17,149,876,2392.0,17,15,19,1,0,1,2
1129,1,2.8,1,0.0,0,49,0.5,185.0,2,2,1070,1079,1857.0,8,4,5,1,1,1,1
708,0,1.9,0,0.0,0,26,0.3,116.0,7,1,206,620,1419.0,10,6,16,1,1,1,0
894,0,0.7,0,2.0,1,58,0.1,123.0,2,3,158,747,3305.0,12,7,2,1,0,0,2
530,0,2.4,0,1.0,0,32,0.3,88.0,6,20,48,1012,959.0,17,7,6,0,1,0,0
1481,1,2.0,1,0.0,0,35,0.5,105.0,3,0,249,522,2635.0,17,16,4,1,0,1,2
1068,0,2.7,1,0.0,1,45,0.6,194.0,5,1,935,1499,1754.0,17,7,9,1,0,1,1
1487,0,0.5,0,6.0,1,57,0.7,84.0,3,12,140,768,2563.0,18,4,14,1,0,0,2
1524,0,2.5,1,11.0,1,41,1.0,96.0,4,20,184,740,1936.0,7,0,9,1,1,1,1
1093,0,1.9,1,2.0,1,22,0.3,196.0,8,14,238,807,1869.0,8,5,4,1,1,1,1
1816,1,1.6,1,0.0,0,50,0.1,186.0,5,2,800,1089,3637.0,11,7,16,0,0,1,3
627,0,1.8,0,2.0,0,20,0.8,142.0,3,8,211,507,896.0,17,6,14,0,0,0,0
989,1,0.7,0,13.0,1,51,0.4,132.0,3,15,670,804,2349.0,10,1,20,1,0,1,1
1895,0,0.5,0,2.0,1,5,0.7,134.0,1,11,725,1335,774.0,15,4,6,1,1,0,1
805,1,1.7,1,0.0,1,58,0.9,168.0,3,10,81,1544,3397.0,7,6,2,1,0,0,2
713,1,1.6,0,7.0,1,2,0.4,181.0,8,9,1211,1378,485.0,10,6,4,1,1,1,0
864,0,2.5,0,10.0,1,24,0.7,148.0,4,15,1362,1378,3964.0,13,8,12,1,1,0,3
1177,0,0.9,0,1.0,0,11,1.0,181.0,4,7,945,1923,1887.0,8,5,11,1,1,1,1
582,0,0.5,0,8.0,0,32,0.7,107.0,3,11,1043,1702,2977.0,6,1,20,0,1,1,2
1898,0,1.8,1,3.0,1,56,0.2,185.0,7,4,444,739,2114.0,10,5,19,1,1,1,2
1158,0,0.7,1,1.0,1,29,0.7,123.0,2,20,311,1796,1542.0,17,9,15,1,0,1,1
1451,1,0.5,0,5.0,1,57,0.6,181.0,8,12,812,1456,3038.0,15,7,18,1,0,1,3
1820,1,1.4,0,5.0,0,51,0.9,163.0,7,10,202,1884,2481.0,11,9,11,0,0,0,2
984,0,0.5,1,3.0,1,9,0.8,140.0,3,20,531,707,841.0,18,15,16,1,0,0,0
580,1,2.1,1,0.0,0,24,0.4,135.0,4,5,404,898,3565.0,12,11,8,1,0,1,2
1263,1,2.0,0,0.0,0,5,0.4,146.0,6,3,954,1609,1958.0,9,6,4,1,1,1,2
1237,0,0.5,0,2.0,0,27,0.1,87.0,8,5,274,603,2454.0,14,0,8,1,1,1,2
514,1,1.6,0,7.0,1,37,0.1,172.0,1,9,956,1723,3392.0,12,8,5,1,1,1,3
1515,0,2.6,0,0.0,1,56,0.9,184.0,3,1,1438,1593,262.0,14,4,20,1,1,0,0
721,0,0.5,1,6.0,1,6,0.4,194.0,4,9,1446,1988,530.0,8,4,8,1,0,1,0
603,1,2.5,1,3.0,0,35,0.7,126.0,3,16,692,1057,3703.0,13,1,9,0,0,1,3
1426,1,2.5,0,2.0,1,55,0.4,109.0,1,7,777,1032,2562.0,5,1,3,1,0,0,2
1820,1,1.7,1,0.0,1,64,0.6,161.0,1,3,1157,1951,574.0,10,2,18,1,1,0,1
1215,0,1.0,0,4.0,0,16,0.1,130.0,4,8,454,1473,2632.0,7,1,15,0,0,1,2
697,0,2.7,1,5.0,1,20,0.4,173.0,2,6,478,1477,259.0,12,6,4,1,1,1,0
717,1,0.5,1,4.0,0,10,0.6,198.0,1,5,217,1106,688.0,10,7,15,0,1,0,0
1348,1,2.0,1,5.0,0,36,0.3,145.0,6,6,468,741,2554.0,19,1,12,0,1,0,2
1164,1,2.6,1,0.0,0,61,0.3,88.0,1,6,1107,1656,3859.0,11,10,17,0,1,0,3
578,1,0.5,0,9.0,1,62,0.3,170.0,5,13,626,1134,2977.0,15,12,5,1,1,1,2
1971,1,0.5,1,0.0,0,40,0.3,186.0,7,19,485,922,571.0,8,7,17,1,1,0,0
1794,1,0.5,1,5.0,1,55,0.5,86.0,7,7,43,627,402.0,14,7,14,1,0,1,0
1558,1,2.5,0,2.0,1,32,0.1,114.0,5,3,322,1385,878.0,16,5,17,1,1,1,0
1597,1,0.9,0,4.0,1,4,0.5,85.0,1,19,880,1145,2130.0,8,3,15,1,1,0,2
1240,0,1.6,0,0.0,0,39,0.1,146.0,2,9,1511,1756,3260.0,13,1,17,0,0,1,3
1994,1,0.8,1,2.0,1,7,0.6,88.0,8,4,667,711,454.0,11,8,6,1,1,0,0
1221,0,2.3,0,7.0,1,35,0.4,152.0,7,19,765,1899,2638.0,19,16,14,1,1,1,2
989,1,1.6,1,11.0,1,24,0.6,156.0,8,17,614,679,2819.0,16,13,5,1,0,1,2
1180,1,1.2,0,5.0,1,50,1.0,144.0,4,20,925,1252,1464.0,7,3,20,1,1,1,1
718,0,2.8,0,10.0,0,59,0.8,113.0,6,13,1185,1387,1824.0,11,9,3,1,1,0,1
1670,1,1.6,1,0.0,0,47,0.8,139.0,8,15,1706,1886,876.0,16,0,5,1,1,0,1
534,1,2.5,0,1.0,1,21,0.3,164.0,7,9,347,1477,2706.0,7,5,18,1,1,0,2
1566,1,0.5,1,0.0,0,20,0.5,126.0,2,0,1603,1930,659.0,14,9,13,1,1,1,1
1935,0,0.5,0,0.0,1,29,0.6,124.0,5,9,806,860,455.0,9,2,6,1,0,1,0
504,1,2.8,1,2.0,0,54,0.4,163.0,2,10,1207,1539,2378.0,17,11,2,1,0,0,2
913,0,1.7,1,1.0,1,41,0.3,103.0,1,14,431,1144,2278.0,15,3,18,1,1,0,1
1317,0,1.8,1,2.0,0,43,0.5,113.0,5,3,179,613,3436.0,16,13,5,0,1,1,3
917,1,0.5,0,1.0,1,31,0.5,88.0,6,2,423,909,3424.0,19,2,13,1,1,0,3
712,0,2.5,1,1.0,0,49,0.6,99.0,6,3,1131,1743,401.0,5,0,10,1,0,1,0
1083,0,1.0,0,6.0,0,52,0.9,126.0,2,20,925,1469,681.0,19,18,19,1,1,1,0
1039,0,0.6,0,5.0,1,6,0.1,136.0,6,8,62,544,3212.0,15,7,7,1,0,1,2
1747,0,0.5,0,4.0,0,13,0.7,185.0,6,12,800,873,3105.0,7,1,10,1,0,0,3
1449,1,0.5,1,0.0,0,52,0.6,105.0,6,0,211,947,2036.0,5,1,10,0,1,0,1
1872,1,0.5,1,14.0,0,49,0.2,139.0,7,18,81,1389,3153.0,16,15,5,1,1,0,3
1796,0,1.6,1,5.0,0,7,0.1,101.0,4,6,667,798,1642.0,9,4,3,0,1,1,1
1097,0,1.4,0,0.0,0,60,0.8,181.0,1,17,405,519,509.0,15,12,12,1,0,0,0
1562,0,0.5,1,1.0,1,20,0.8,172.0,8,10,678,1676,3465.0,16,11,6,1,1,0,3
1433,1,2.3,0,8.0,1,27,0.9,153.0,7,12,1619,1651,3900.0,18,16,2,1,0,1,3
740,0,1.8,0,1.0,0,12,0.2,123.0,1,11,935,1147,1105.0,7,6,19,0,1,1,0
676,0,2.2,0,1.0,1,39,0.2,84.0,1,5,864,1011,2064.0,13,7,6,1,0,0,1
503,1,1.8,1,1.0,1,13,0.7,131.0,1,4,1495,1688,3117.0,19,6,9,1,0,1,3
1020,0,1.5,0,13.0,1,7,0.7,96.0,3,18,870,1613,1142.0,13,9,8,1,0,1,1
896,0,1.0,1,3.0,1,4,0.3,111.0,1,4,1379,1469,1060.0,12,10,4,1,1,1,1
1824,1,0.8,0,4.0,1,19,0.9,143.0,2,5,1055,1738,2381.0,14,1,5,1,0,0,2
1512,0,0.6,1,1.0,1,54,0.4,134.0,3,2,220,1838,3366.0,7,3,11,1,0,1,3
1053,0,2.9,0,7.0,0,42,0.9,126.0,6,17,419,1261,1339.0,17,0,14,0,0,1,0
1944,1,1.8,1,0.0,1,31,0.8,87.0,4,10,1111,1362,2560.0,7,3,8,1,0,0,3
1174,0,0.7,1,1.0,1,25,0.8,91.0,2,8,1097,1461,285.0,19,7,3,1,0,1,0
627,1,1.6,1,3.0,1,12,0.2,131.0,7,17,447,819,2476.0,17,1,10,1,0,0,1
1602,0,2.7,0,4.0,1,46,0.6,118.0,1,5,273,1062,1862.0,16,9,2,1,0,1,1
1733,1,1.5,1,4.0,1,6,0.9,170.0,1,15,590,997,3488.0,6,4,10,1,1,1,3
586,0,1.4,1,10.0,1,8,0.5,142.0,8,14,116,598,3178.0,9,7,10,1,0,1,2
1528,0,2.4,0,2.0,0,37,0.2,156.0,8,3,306,564,733.0,15,0,14,1,1,0,0
